id,platform,accountwallet,assettype,assetname,ticker,amount,nativecurrency,nativeprice,usdprice,totalnative,totalusd,timestamp
8116,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Maker,MKR-USD,0.02,USD,1226.781924863433005157276056706905364990234375,1226.781924863433005157276056706905364990234375,24.53563849726866010314552113,24.53563849726866010314552113,2024-10-30 11:00:50.791897
8117,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Dai Stablecoin,DAI-USD,18,USD,1.0004625483983702327606124526937492191791534423828125,1.0004625483983702327606124526937492191791534423828125,18.00832587117066418969102415,18.00832587117066418969102415,2024-10-30 11:00:50.791897
8118,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,ether.fi ETH,eETH-USD,0.020382392339976346,USD,2678.740835449878431973047554492950439453125,2678.740835449878431973047554492950439453125,54.59914668525543967005692414,54.59914668525543967005692414,2024-10-30 11:00:50.791897
8119,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,CRYPTOFORCE,COF-USD,9066236.246704335,USD,0.000001731949366278999970941189501250079274541349150240421295166015625,0.000001731949366278999970941189501250079274541349150240421295166015625,15.70226212201527224207807844,15.70226212201527224207807844,2024-10-30 11:00:50.791897
8120,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,PAAL AI,$PAAL-USD,1920.989319389,USD,0.2390973847553059528081575990654528141021728515625,0.2390973847553059528081575990654528141021728515625,459.3035224087850465914028195,459.3035224087850465914028195,2024-10-30 11:00:50.791897
8121,Ethereum,0xb42Bc5C2E168C95f6dbF4AA0733CA0Fa5B15B4F1,Crypto,Ethereum,ETH-USD,9.059570348486367556,USD,2682.8171982121721157454885542392730712890625,2682.8171982121721157454885542392730712890625,24305.17113933226835636947374,24305.17113933226835636947374,2024-10-30 11:00:50.791897
8122,Coinbase,DEFAULT,Crypto,SUI,SUI-USD,750.1354000000000041836756281554698944091796875,USD,2.042299963446599200187357869,2.042299963446599200187357869,1532.001500000000078216544352471828460693359375,1532.001500000000078216544352471828460693359375,2024-10-30 11:00:50.791897
8123,Coinbase,DEFAULT,Crypto,DOGE,DOGE-USD,8651.400999999999839928932487964630126953125,USD,0.1699900050870373386690448321,0.1699900050870373386690448321,1470.65169999999989158823154866695404052734375,1470.65169999999989158823154866695404052734375,2024-10-30 11:00:50.791897
8124,Nordnet,C2019,Crypto,Ethereum,ETHEREUM-XBT.ST,1000,SEK,260.79998779296875,24.40032904380586761317199707,260799.98779296875000,24400.32904380586761317199707,2024-10-30 13:00:45.683515
8125,Nordnet,C2020,Crypto,Ethereum,ETHEREUM-XBT.ST,735,SEK,260.79998779296875,24.40032904380586761317199707,191687.99102783203125,17934.24184719731269568141785,2024-10-30 13:00:45.683515
8126,Nordnet,C2017,Crypto,Bitcoin,BITCOIN-XBT.ST,125,SEK,3585.22998046875,335.4324973764960193495751953,448153.74755859375,41929.06217206200241869689941,2024-10-30 13:00:45.683515
8127,Nordnet,C2017,Crypto,Ethereum,ETHEREUM-XBT.ST,1065,SEK,260.79998779296875,24.40032904380586761317199707,277751.98699951171875,25986.35043165324900802817688,2024-10-30 13:00:45.683515
8128,Nordnet,C2017,Crypto,Solana,SOL-USD,134,USD,175.64764404296875,175.647644042968750,23536.78430175781250,23536.784301757812500,2024-10-30 13:00:45.683515
8129,Nordnet,C2019,Crypto,Solana,SOL-USD,72,USD,175.64764404296875,175.647644042968750,12646.63037109375000,12646.630371093750000,2024-10-30 13:00:45.683515
8130,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,SOL,SOL-USD,23.047871045,USD,175.64764404296875,175.64764404296875,4048.30424926040618896484375,4048.30424926040618896484375,2024-10-30 13:00:45.683515
8131,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,SPX,SPX-USD,2618.85714978,USD,0.8874833583831786467789200729,0.8874833583831786467789200729,2324.1921384125535,2324.1921384125535,2024-10-30 13:00:45.683515
8132,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,JitoSOL,JitoSOL-USD,46.204793577,USD,200.3080139160156386905353407,200.3080139160156386905353407,9255.190434808346,9255.190434808346,2024-10-30 13:00:45.683515
8133,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,USDC,USDC-USD,500,USD,1.0,1.0,500.0,500.0,2024-10-30 13:00:45.683515
8134,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,$WIF,$WIF-USD,11511.761187,USD,2.539800882339477600561520405,2.539800882339477600561520405,29237.581220023952,29237.581220023952,2024-10-30 13:00:45.683515
8135,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,POPCAT,POPCAT-USD,20000,USD,1.679500102996826,1.679500102996826,33590.00205993652,33590.00205993652,2024-10-30 13:00:45.683515
8136,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,mSOL,mSOL-USD,42.414161512,USD,214.7090454101562388561689504,214.7090454101562388561689504,9106.704130113709,9106.704130113709,2024-10-30 13:00:45.683515
8137,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,HNT,HNT-USD,150,USD,6.867620468139648666666666667,6.867620468139648666666666667,1030.1430702209473,1030.1430702209473,2024-10-30 13:00:45.683515
8138,Solana,91Cx4bC9gebA1pKxWANFRfQxkTw3VhsiqESoGZkeVpRg,Crypto,SOL,SOL-USD,50.015650710,USD,175.64764404296875,175.64764404296875,8785.13121248753723144531250,8785.13121248753723144531250,2024-10-30 13:00:45.683515
8139,Solana,91Tv1BffxuonSvRoDqQEGfnSK5nAbS8Y9QAasjyTWLG6,Crypto,POPCAT,POPCAT-USD,1500,USD,1.6795001029968262,1.6795001029968262,2519.2501544952393,2519.2501544952393,2024-10-30 13:00:45.683515
8140,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Ethereum,ETH-USD,0.040433029243825502,USD,2683.41401168344646066543646156787872314453125,2683.41401168344646066543646156787872314453125,108.4985572076878980365831501,108.4985572076878980365831501,2024-10-30 13:00:45.683515
8141,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Aave Interest bearing DAI,aDAI-USD,29.206292927826244581,USD,0.98047727051723099211955059217871166765689849853515625,0.98047727051723099211955059217871166765689849853515625,28.63610637180178318832495637,28.63610637180178318832495637,2024-10-30 13:00:45.683515
8142,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Timo,Timo-USD,38688198267096.7,USD,0.000000000006936110000000000017342871865639727046136397969888776060543023049831390380859375,0.000000000006936110000000000017342871865639727046136397969888776060543023049831390380859375,268.3455988823920925079644653,268.3455988823920925079644653,2024-10-30 13:00:45.683515
8143,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,FOX,FOX-USD,200,USD,0.06318905069838164079154552155159763060510158538818359375,0.06318905069838164079154552155159763060510158538818359375,12.63781013967632815830910431,12.63781013967632815830910431,2024-10-30 13:00:45.683515
8144,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Wrapped Ether,WETH-USD,0.015332352941176471,USD,2683.32137987277155843912623822689056396484375,2683.32137987277155843912623822689056396484375,41.14163045081399561708281842,41.14163045081399561708281842,2024-10-30 13:00:45.683515
8145,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Maker,MKR-USD,0.02,USD,1203.21537871530608754255808889865875244140625,1203.21537871530608754255808889865875244140625,24.06430757430612175085116178,24.06430757430612175085116178,2024-10-30 13:00:45.683515
8146,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Dai Stablecoin,DAI-USD,18,USD,0.9997375077109527108376596515881828963756561279296875,0.9997375077109527108376596515881828963756561279296875,17.99527513879714879507787373,17.99527513879714879507787373,2024-10-30 13:00:45.683515
8147,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,ether.fi ETH,eETH-USD,0.020382472994270668,USD,2653.0465736792566531221382319927215576171875,2653.0465736792566531221382319927215576171875,54.07565014055977476026142534,54.07565014055977476026142534,2024-10-30 13:00:45.683515
8148,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,CRYPTOFORCE,COF-USD,9066236.246704335,USD,0.000001731949366278999970941189501250079274541349150240421295166015625,0.000001731949366278999970941189501250079274541349150240421295166015625,15.70226212201527224207807844,15.70226212201527224207807844,2024-10-30 13:00:45.683515
8149,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,PAAL AI,$PAAL-USD,1920.989319389,USD,0.2409069304751030593525484846395556814968585968017578125,0.2409069304751030593525484846395556814968585968017578125,462.7796404094613683952837845,462.7796404094613683952837845,2024-10-30 13:00:45.683515
8150,Ethereum,0xb42Bc5C2E168C95f6dbF4AA0733CA0Fa5B15B4F1,Crypto,Ethereum,ETH-USD,9.059570348486367556,USD,2683.32137987277155843912623822689056396484375,2683.32137987277155843912623822689056396484375,24309.73880855488568490412472,24309.73880855488568490412472,2024-10-30 13:00:45.683515
8151,Coinbase,DEFAULT,Crypto,SUI,SUI-USD,750.1354000000000041836756281554698944091796875,USD,2.016149884407534802466222461,2.016149884407534802466222461,1512.385399999999890496837906539440155029296875,1512.385399999999890496837906539440155029296875,2024-10-30 13:00:45.683515
8152,Coinbase,DEFAULT,Crypto,DOGE,DOGE-USD,8651.400999999999839928932487964630126953125,USD,0.1700450135186197075695503164,0.1700450135186197075695503164,1471.127600000000029467628337442874908447265625,1471.127600000000029467628337442874908447265625,2024-10-30 13:00:45.683515
8153,Nordnet,C2019,Crypto,Ethereum,ETHEREUM-XBT.ST,1000,SEK,262.2200012207031,24.55924123887029567198533565,262220.0012207031000,24559.24123887029567198533565,2024-10-30 15:00:51.287659
8154,Nordnet,C2020,Crypto,Ethereum,ETHEREUM-XBT.ST,735,SEK,262.2200012207031,24.55924123887029567198533565,192731.7008972167785,18051.04231056966731890922170,2024-10-30 15:00:51.287659
8155,Nordnet,C2017,Crypto,Bitcoin,BITCOIN-XBT.ST,125,SEK,3604.0,337.54673561453817040,450500.0,42193.34195181727130000,2024-10-30 15:00:51.287659
8156,Nordnet,C2017,Crypto,Ethereum,ETHEREUM-XBT.ST,1065,SEK,262.2200012207031,24.55924123887029567198533565,279264.3013000488015,26155.59191939686489066438247,2024-10-30 15:00:51.287659
8157,Nordnet,C2017,Crypto,Solana,SOL-USD,134,USD,175.70631408691406,175.706314086914060,23544.64608764648404,23544.646087646484040,2024-10-30 15:00:51.287659
8158,Nordnet,C2019,Crypto,Solana,SOL-USD,72,USD,175.70631408691406,175.706314086914060,12650.85461425781232,12650.854614257812320,2024-10-30 15:00:51.287659
8159,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,SOL,SOL-USD,23.047871045,USD,175.70631408691406,175.70631408691406,4049.65646886746217687739270,4049.65646886746217687739270,2024-10-30 15:00:51.287659
8160,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,SPX,SPX-USD,2618.85714978,USD,0.9198454618453979827063066637,0.9198454618453979827063066637,2408.9438644465067,2408.9438644465067,2024-10-30 15:00:51.287659
8161,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,JitoSOL,JitoSOL-USD,46.204793577,USD,201.5741729736328262354483281,201.5741729736328262354483281,9313.693052701197,9313.693052701197,2024-10-30 15:00:51.287659
8162,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,USDC,USDC-USD,500,USD,1.0,1.0,500.0,500.0,2024-10-30 15:00:51.287659
8163,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,$WIF,$WIF-USD,11511.761187,USD,2.562798023223876838403353859,2.562798023223876838403353859,29502.31881386895,29502.31881386895,2024-10-30 15:00:51.287659
8164,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,POPCAT,POPCAT-USD,20000,USD,1.680923581123352,1.680923581123352,33618.47162246704,33618.47162246704,2024-10-30 15:00:51.287659
8165,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,mSOL,mSOL-USD,42.414161512,USD,215.6269989013671533547490774,215.6269989013671533547490774,9145.638357750433,9145.638357750433,2024-10-30 15:00:51.287659
8166,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,HNT,HNT-USD,150,USD,6.857960224151611333333333333,6.857960224151611333333333333,1028.6940336227417,1028.6940336227417,2024-10-30 15:00:51.287659
8167,Solana,91Cx4bC9gebA1pKxWANFRfQxkTw3VhsiqESoGZkeVpRg,Crypto,SOL,SOL-USD,50.015650710,USD,175.70631408691406,175.70631408691406,8788.06563291264620674798260,8788.06563291264620674798260,2024-10-30 15:00:51.287659
8168,Solana,91Tv1BffxuonSvRoDqQEGfnSK5nAbS8Y9QAasjyTWLG6,Crypto,POPCAT,POPCAT-USD,1500,USD,1.680923581123352333333333333,1.680923581123352333333333333,2521.3853716850285,2521.3853716850285,2024-10-30 15:00:51.287659
8169,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Ethereum,ETH-USD,0.040433029243825502,USD,2708.54120195474160937010310590267181396484375,2708.54120195474160937010310590267181396484375,109.5145256267423424334663048,109.5145256267423424334663048,2024-10-30 15:00:51.287659
8170,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Aave Interest bearing DAI,aDAI-USD,29.206292927826244581,USD,0.98047727051723099211955059217871166765689849853515625,0.98047727051723099211955059217871166765689849853515625,28.63610637180178318832495637,28.63610637180178318832495637,2024-10-30 15:00:51.287659
8171,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Timo,Timo-USD,38688198267096.7,USD,0.000000000006936110000000000017342871865639727046136397969888776060543023049831390380859375,0.000000000006936110000000000017342871865639727046136397969888776060543023049831390380859375,268.3455988823920925079644653,268.3455988823920925079644653,2024-10-30 15:00:51.287659
8172,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,FOX,FOX-USD,200,USD,0.0641973961119589320301059842677204869687557220458984375,0.0641973961119589320301059842677204869687557220458984375,12.83947922239178640602119685,12.83947922239178640602119685,2024-10-30 15:00:51.287659
8173,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Wrapped Ether,WETH-USD,0.015332352941176471,USD,2708.54120195474160937010310590267181396484375,2708.54120195474160937010310590267181396484375,41.52830966408843643777092872,41.52830966408843643777092872,2024-10-30 15:00:51.287659
8174,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Maker,MKR-USD,0.02,USD,1250.294041252400575103820301592350006103515625,1250.294041252400575103820301592350006103515625,25.00588082504801150207640603,25.00588082504801150207640603,2024-10-30 15:00:51.287659
8175,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Dai Stablecoin,DAI-USD,18,USD,1.000160426834470595025550210266374051570892333984375,1.000160426834470595025550210266374051570892333984375,18.00288768302047071045990378,18.00288768302047071045990378,2024-10-30 15:00:51.287659
8176,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,ether.fi ETH,eETH-USD,0.020382472994270668,USD,2653.0465736792566531221382319927215576171875,2653.0465736792566531221382319927215576171875,54.07565014055977476026142534,54.07565014055977476026142534,2024-10-30 15:00:51.287659
8177,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,CRYPTOFORCE,COF-USD,9066236.246704335,USD,0.000001731949366278999970941189501250079274541349150240421295166015625,0.000001731949366278999970941189501250079274541349150240421295166015625,15.70226212201527224207807844,15.70226212201527224207807844,2024-10-30 15:00:51.287659
8178,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,PAAL AI,$PAAL-USD,1920.989319389,USD,0.250326529920075924184885707290959544479846954345703125,0.250326529920075924184885707290959544479846954345703125,480.8745903361767941671287594,480.8745903361767941671287594,2024-10-30 15:00:51.287659
8221,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,$WIF,$WIF-USD,11511.761187,USD,2.565427064895629944412258072,2.565427064895629944412258072,29532.583713744843,29532.583713744843,2024-10-30 19:00:47.21788
8179,Ethereum,0xb42Bc5C2E168C95f6dbF4AA0733CA0Fa5B15B4F1,Crypto,Ethereum,ETH-USD,9.059570348486367556,USD,2708.54120195474160937010310590267181396484375,2708.54120195474160937010310590267181396484375,24538.21956088280328697121516,24538.21956088280328697121516,2024-10-30 15:00:51.287659
8180,Coinbase,DEFAULT,Crypto,SUI,SUI-USD,750.1354000000000041836756281554698944091796875,USD,2.019299849067248344151559333,2.019299849067248344151559333,1514.748299999999971987563185393810272216796875,1514.748299999999971987563185393810272216796875,2024-10-30 15:00:51.287659
8181,Coinbase,DEFAULT,Crypto,DOGE,DOGE-USD,8651.400999999999839928932487964630126953125,USD,0.1688000128534095342851848935,0.1688000128534095342851848935,1460.3566000000000713043846189975738525390625,1460.3566000000000713043846189975738525390625,2024-10-30 15:00:51.287659
8182,Nordnet,C2019,Crypto,Ethereum,ETHEREUM-XBT.ST,1000,SEK,259.1000061035156,24.30942038937973603400958776,259100.0061035156000,24309.42038937973603400958776,2024-10-30 17:00:46.463086
8183,Nordnet,C2020,Crypto,Ethereum,ETHEREUM-XBT.ST,735,SEK,259.1000061035156,24.30942038937973603400958776,190438.5044860839660,17867.42398619410598499704700,2024-10-30 17:00:46.463086
8184,Nordnet,C2017,Crypto,Bitcoin,BITCOIN-XBT.ST,125,SEK,3575.0,335.415576398372648750,446875.0,41926.947049796581093750,2024-10-30 17:00:46.463086
8185,Nordnet,C2017,Crypto,Ethereum,ETHEREUM-XBT.ST,1065,SEK,259.1000061035156,24.30942038937973603400958776,275941.5065002441140,25889.53271468941887622021096,2024-10-30 17:00:46.463086
8186,Nordnet,C2017,Crypto,Solana,SOL-USD,134,USD,175.1195068359375,175.11950683593750,23466.0139160156250,23466.01391601562500,2024-10-30 17:00:46.463086
8187,Nordnet,C2019,Crypto,Solana,SOL-USD,72,USD,175.1195068359375,175.11950683593750,12608.6044921875000,12608.60449218750000,2024-10-30 17:00:46.463086
8188,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,SOL,SOL-USD,23.047871045,USD,175.1195068359375,175.1195068359375,4036.1318110186834716796875,4036.1318110186834716796875,2024-10-30 17:00:46.463086
8189,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,SPX,SPX-USD,2618.85714978,USD,0.9004189372062684542321749241,0.9004189372062684542321749241,2358.068571499945,2358.068571499945,2024-10-30 17:00:46.463086
8190,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,JitoSOL,JitoSOL-USD,46.204793577,USD,200.9186401367187521241201108,200.9186401367187521241201108,9283.404293288637,9283.404293288637,2024-10-30 17:00:46.463086
8191,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,USDC,USDC-USD,500,USD,1.0,1.0,500.0,500.0,2024-10-30 17:00:46.463086
8192,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,$WIF,$WIF-USD,11511.761187,USD,2.569318056106567319115807853,2.569318056106567319115807853,29577.37587534587,29577.37587534587,2024-10-30 17:00:46.463086
8193,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,POPCAT,POPCAT-USD,20000,USD,1.6836822032928465,1.6836822032928465,33673.64406585693,33673.64406585693,2024-10-30 17:00:46.463086
8194,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,mSOL,mSOL-USD,42.414161512,USD,214.9523468017578241733932689,214.9523468017578241733932689,9117.023554633193,9117.023554633193,2024-10-30 17:00:46.463086
8195,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,HNT,HNT-USD,150,USD,6.828264713287353333333333333,6.828264713287353333333333333,1024.239706993103,1024.239706993103,2024-10-30 17:00:46.463086
8196,Solana,91Cx4bC9gebA1pKxWANFRfQxkTw3VhsiqESoGZkeVpRg,Crypto,SOL,SOL-USD,50.015650710,USD,175.1195068359375,175.1195068359375,8758.7160864137072753906250,8758.7160864137072753906250,2024-10-30 17:00:46.463086
8197,Solana,91Tv1BffxuonSvRoDqQEGfnSK5nAbS8Y9QAasjyTWLG6,Crypto,POPCAT,POPCAT-USD,1500,USD,1.683682203292846666666666667,1.683682203292846666666666667,2525.52330493927,2525.52330493927,2024-10-30 17:00:46.463086
8198,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Ethereum,ETH-USD,0.040433029243825502,USD,2688.17207270242715821950696408748626708984375,2688.17207270242715821950696408748626708984375,108.6909400280122507477267119,108.6909400280122507477267119,2024-10-30 17:00:46.463086
8199,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Aave Interest bearing DAI,aDAI-USD,29.206292927826244581,USD,0.98047727051723099211955059217871166765689849853515625,0.98047727051723099211955059217871166765689849853515625,28.63610637180178318832495637,28.63610637180178318832495637,2024-10-30 17:00:46.463086
8200,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Timo,Timo-USD,38688198267096.7,USD,0.000000000006936110000000000017342871865639727046136397969888776060543023049831390380859375,0.000000000006936110000000000017342871865639727046136397969888776060543023049831390380859375,268.3455988823920925079644653,268.3455988823920925079644653,2024-10-30 17:00:46.463086
8201,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,FOX,FOX-USD,200,USD,0.06172528967187619619583216490354971028864383697509765625,0.06172528967187619619583216490354971028864383697509765625,12.34505793437523923916643298,12.34505793437523923916643298,2024-10-30 17:00:46.463086
8202,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Wrapped Ether,WETH-USD,0.015332352941176471,USD,2688.17207270242715821950696408748626708984375,2688.17207270242715821950696408748626708984375,41.21600298528750927100699995,41.21600298528750927100699995,2024-10-30 17:00:46.463086
8203,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Maker,MKR-USD,0.02,USD,1261.799632164910008214064873754978179931640625,1261.799632164910008214064873754978179931640625,25.23599264329820016428129748,25.23599264329820016428129748,2024-10-30 17:00:46.463086
8204,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,Dai Stablecoin,DAI-USD,18,USD,1.0000105719152927452597623414476402103900909423828125,1.0000105719152927452597623414476402103900909423828125,18.00019029447526941467572215,18.00019029447526941467572215,2024-10-30 17:00:46.463086
8205,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,ether.fi ETH,eETH-USD,0.020382963130833079,USD,2653.0465736792566531221382319927215576171875,2653.0465736792566531221382319927215576171875,54.07695049568731419294988442,54.07695049568731419294988442,2024-10-30 17:00:46.463086
8206,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,CRYPTOFORCE,COF-USD,9066236.246704335,USD,0.000001731949366278999970941189501250079274541349150240421295166015625,0.000001731949366278999970941189501250079274541349150240421295166015625,15.70226212201527224207807844,15.70226212201527224207807844,2024-10-30 17:00:46.463086
8207,Ethereum,0x0504cCed39E796912c3561E419d9853f2c8edb46,Crypto,PAAL AI,$PAAL-USD,1920.989319389,USD,0.2424823423720446624596291940179071389138698577880859375,0.2424823423720446624596291940179071389138698577880859375,465.8059898371245519586333241,465.8059898371245519586333241,2024-10-30 17:00:46.463086
8208,Ethereum,0xb42Bc5C2E168C95f6dbF4AA0733CA0Fa5B15B4F1,Crypto,Ethereum,ETH-USD,9.059570348486367556,USD,2688.17207270242715821950696408748626708984375,2688.17207270242715821950696408748626708984375,24353.68400148404899134308358,24353.68400148404899134308358,2024-10-30 17:00:46.463086
8209,Coinbase,DEFAULT,Crypto,SUI,SUI-USD,750.1354000000000041836756281554698944091796875,USD,2.001449871583183603708544639,2.001449871583183603708544639,1501.3584000000000742147676646709442138671875,1501.3584000000000742147676646709442138671875,2024-10-30 17:00:46.463086
8210,Coinbase,DEFAULT,Crypto,DOGE,DOGE-USD,8651.400999999999839928932487964630126953125,USD,0.1668600033682405823413283628,0.1668600033682405823413283628,1443.572799999999915598891675472259521484375,1443.572799999999915598891675472259521484375,2024-10-30 17:00:46.463086
8211,Nordnet,C2019,Crypto,Ethereum,ETHEREUM-XBT.ST,1000,SEK,259.1000061035156,24.30285301386311284287171423,259100.0061035156000,24302.85301386311284287171423,2024-10-30 19:00:47.21788
8212,Nordnet,C2020,Crypto,Ethereum,ETHEREUM-XBT.ST,735,SEK,259.1000061035156,24.30285301386311284287171423,190438.5044860839660,17862.59696518938793951070996,2024-10-30 19:00:47.21788
8213,Nordnet,C2017,Crypto,Bitcoin,BITCOIN-XBT.ST,125,SEK,3575.0,335.324961319565789000,446875.0,41915.620164945723625000,2024-10-30 19:00:47.21788
8214,Nordnet,C2017,Crypto,Ethereum,ETHEREUM-XBT.ST,1065,SEK,259.1000061035156,24.30285301386311284287171423,275941.5065002441140,25882.53845976421517765837565,2024-10-30 19:00:47.21788
8215,Nordnet,C2017,Crypto,Solana,SOL-USD,134,USD,174.23968505859375,174.239685058593750,23348.11779785156250,23348.117797851562500,2024-10-30 19:00:47.21788
8216,Nordnet,C2019,Crypto,Solana,SOL-USD,72,USD,174.23968505859375,174.239685058593750,12545.25732421875000,12545.257324218750000,2024-10-30 19:00:47.21788
8217,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,SOL,SOL-USD,23.047871045,USD,174.23968505859375,174.23968505859375,4015.85379215188201904296875,4015.85379215188201904296875,2024-10-30 19:00:47.21788
8218,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,SPX,SPX-USD,2618.85714978,USD,0.8705502748489381180897042765,0.8705502748489381180897042765,2279.8468115310857,2279.8468115310857,2024-10-30 19:00:47.21788
8219,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,JitoSOL,JitoSOL-USD,46.204793577,USD,200.8649597167968752377746393,200.8649597167968752377746393,9280.92400056702,9280.92400056702,2024-10-30 19:00:47.21788
8220,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,USDC,USDC-USD,500,USD,1.0,1.0,500.0,500.0,2024-10-30 19:00:47.21788
8222,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,POPCAT,POPCAT-USD,20000,USD,1.6709039211273195,1.6709039211273195,33418.07842254639,33418.07842254639,2024-10-30 19:00:47.21788
8223,Solana,BentJCra3KKwD3aDRQJZt1QqdqRt7qucUp2gApaPF4Mh,Crypto,mSOL,mSOL-USD,42.414161512,USD,214.9930267333984353126777899,214.9930267333984353126777899,9118.748959824095,9118.748959824095,2024-10-30 19:00:47.21788
